TransactionID,TransactionDate,Amount,BankNameSent,BankNameReceived,TransactionType,Status,TransactionTime,DeviceType,PaymentMethod,Purpose,PaymentMode,Currency,CustomerAccountNumber,MerchantAccountNumber
TXN03240,2024-01-01,1162.59,HDFC Bank,ICICI Bank,Payment,Failed,03:41:20,Mobile,UPI ID,Shopping,Instant,INR,123456792252,987654324252
TXN03241,2024-02-02,1412.57,SBI Bank,HDFC Bank,Transfer,Success,00:06:35,Tablet,Phone Number,Food,Scheduled,USD,123456792253,987654324253
TXN03242,2024-03-03,1577.52,ICICI Bank,SBI Bank,Payment,Success,04:03:35,Laptop,QR Code,Travel,Instant,EUR,123456792254,987654324254
TXN03243,2024-04-04,1370.62,Axis Bank,Axis Bank,Transfer,Success,05:16:24,Mobile,UPI ID,Bill Payment,Scheduled,GBP,123456792255,987654324255
TXN03244,2024-05-05,586.26,HDFC Bank,ICICI Bank,Payment,Success,11:19:13,Tablet,Phone Number,Others,Instant,INR,123456792256,987654324256
TXN03245,2024-06-06,1799.35,SBI Bank,HDFC Bank,Transfer,Failed,02:10:48,Laptop,QR Code,Shopping,Scheduled,USD,123456792257,987654324257
TXN03246,2024-07-07,991.15,ICICI Bank,SBI Bank,Payment,Success,07:20:26,Mobile,UPI ID,Food,Instant,EUR,123456792258,987654324258
TXN03247,2024-08-08,1987.15,Axis Bank,Axis Bank,Transfer,Success,09:39:57,Tablet,Phone Number,Travel,Scheduled,GBP,123456792259,987654324259
TXN03248,2024-09-09,561.96,HDFC Bank,ICICI Bank,Payment,Success,17:26:05,Laptop,QR Code,Bill Payment,Instant,INR,123456792260,987654324260
TXN03249,2024-10-10,1563.78,SBI Bank,HDFC Bank,Transfer,Success,08:43:05,Mobile,UPI ID,Others,Scheduled,USD,123456792261,987654324261
TXN03250,2024-11-11,41.21,ICICI Bank,SBI Bank,Payment,Failed,22:52:50,Tablet,Phone Number,Shopping,Instant,EUR,123456792262,987654324262
TXN03251,2024-12-12,1872.22,Axis Bank,Axis Bank,Transfer,Success,11:23:14,Laptop,QR Code,Food,Scheduled,GBP,123456792263,987654324263
TXN03252,2024-01-13,909.29,HDFC Bank,ICICI Bank,Payment,Success,06:01:12,Mobile,UPI ID,Travel,Instant,INR,123456792264,987654324264
TXN03253,2024-02-14,142.31,SBI Bank,HDFC Bank,Transfer,Success,07:32:34,Tablet,Phone Number,Bill Payment,Scheduled,USD,123456792265,987654324265
TXN03254,2024-03-15,1579.58,ICICI Bank,SBI Bank,Payment,Success,04:04:47,Laptop,QR Code,Others,Instant,EUR,123456792266,987654324266
TXN03255,2024-04-16,807.45,Axis Bank,Axis Bank,Transfer,Failed,04:11:48,Mobile,UPI ID,Shopping,Scheduled,GBP,123456792267,987654324267
TXN03256,2024-05-17,1938.74,HDFC Bank,ICICI Bank,Payment,Success,05:41:16,Tablet,Phone Number,Food,Instant,INR,123456792268,987654324268
TXN03257,2024-06-18,44.5,SBI Bank,HDFC Bank,Transfer,Success,15:20:03,Laptop,QR Code,Travel,Scheduled,USD,123456792269,987654324269
TXN03258,2024-07-19,487.37,ICICI Bank,SBI Bank,Payment,Success,03:57:16,Mobile,UPI ID,Bill Payment,Instant,EUR,123456792270,987654324270
TXN03259,2024-08-20,1701.36,Axis Bank,Axis Bank,Transfer,Success,19:37:33,Tablet,Phone Number,Others,Scheduled,GBP,123456792271,987654324271
TXN03260,2024-09-21,702.56,HDFC Bank,ICICI Bank,Payment,Failed,11:32:49,Laptop,QR Code,Shopping,Instant,INR,123456792272,987654324272
TXN03261,2024-10-22,41.09,SBI Bank,HDFC Bank,Transfer,Success,01:28:09,Mobile,UPI ID,Food,Scheduled,USD,123456792273,987654324273
TXN03262,2024-11-23,641.23,ICICI Bank,SBI Bank,Payment,Success,14:07:50,Tablet,Phone Number,Travel,Instant,EUR,123456792274,987654324274
TXN03263,2024-12-24,1980.07,Axis Bank,Axis Bank,Transfer,Success,00:02:35,Laptop,QR Code,Bill Payment,Scheduled,GBP,123456792275,987654324275
TXN03264,2024-01-25,850.96,HDFC Bank,ICICI Bank,Payment,Success,20:19:06,Mobile,UPI ID,Others,Instant,INR,123456792276,987654324276
TXN03265,2024-02-26,839.55,SBI Bank,HDFC Bank,Transfer,Failed,09:19:37,Tablet,Phone Number,Shopping,Scheduled,USD,123456792277,987654324277
TXN03266,2024-03-27,1932.53,ICICI Bank,SBI Bank,Payment,Success,19:46:19,Laptop,QR Code,Food,Instant,EUR,123456792278,987654324278
TXN03267,2024-04-28,962.36,Axis Bank,Axis Bank,Transfer,Success,10:41:49,Mobile,UPI ID,Travel,Scheduled,GBP,123456792279,987654324279
TXN03268,2024-05-29,1677.41,HDFC Bank,ICICI Bank,Payment,Success,13:39:39,Tablet,Phone Number,Bill Payment,Instant,INR,123456792280,987654324280
TXN03269,2024-06-30,420.0,SBI Bank,HDFC Bank,Transfer,Success,13:00:23,Laptop,QR Code,Others,Scheduled,USD,123456792281,987654324281
TXN03270,2024-07-01,371.96,ICICI Bank,SBI Bank,Payment,Failed,08:59:52,Mobile,UPI ID,Shopping,Instant,EUR,123456792282,987654324282
TXN03271,2024-08-02,120.94,Axis Bank,Axis Bank,Transfer,Success,00:16:29,Tablet,Phone Number,Food,Scheduled,GBP,123456792283,987654324283
TXN03272,2024-09-03,1764.46,HDFC Bank,ICICI Bank,Payment,Success,19:38:30,Laptop,QR Code,Travel,Instant,INR,123456792284,987654324284
TXN03273,2024-10-04,537.69,SBI Bank,HDFC Bank,Transfer,Success,03:18:44,Mobile,UPI ID,Bill Payment,Scheduled,USD,123456792285,987654324285
TXN03274,2024-11-05,1556.03,ICICI Bank,SBI Bank,Payment,Success,22:05:40,Tablet,Phone Number,Others,Instant,EUR,123456792286,987654324286
TXN03275,2024-12-06,394.21,Axis Bank,Axis Bank,Transfer,Failed,01:48:40,Laptop,QR Code,Shopping,Scheduled,GBP,123456792287,987654324287
TXN03276,2024-01-07,1370.33,HDFC Bank,ICICI Bank,Payment,Success,01:31:22,Mobile,UPI ID,Food,Instant,INR,123456792288,987654324288
TXN03277,2024-02-08,1649.95,SBI Bank,HDFC Bank,Transfer,Success,08:05:59,Tablet,Phone Number,Travel,Scheduled,USD,123456792289,987654324289
TXN03278,2024-03-09,638.86,ICICI Bank,SBI Bank,Payment,Success,06:36:22,Laptop,QR Code,Bill Payment,Instant,EUR,123456792290,987654324290
TXN03279,2024-04-10,30.61,Axis Bank,Axis Bank,Transfer,Success,09:00:09,Mobile,UPI ID,Others,Scheduled,GBP,123456792291,987654324291
TXN03280,2024-05-11,711.85,HDFC Bank,ICICI Bank,Payment,Failed,15:11:55,Tablet,Phone Number,Shopping,Instant,INR,123456792292,987654324292
TXN03281,2024-06-12,279.84,SBI Bank,HDFC Bank,Transfer,Success,03:31:27,Laptop,QR Code,Food,Scheduled,USD,123456792293,987654324293
TXN03282,2024-07-13,203.18,ICICI Bank,SBI Bank,Payment,Success,17:32:12,Mobile,UPI ID,Travel,Instant,EUR,123456792294,987654324294
TXN03283,2024-08-14,671.6,Axis Bank,Axis Bank,Transfer,Success,06:26:05,Tablet,Phone Number,Bill Payment,Scheduled,GBP,123456792295,987654324295
TXN03284,2024-09-15,443.8,HDFC Bank,ICICI Bank,Payment,Success,13:24:45,Laptop,QR Code,Others,Instant,INR,123456792296,987654324296
TXN03285,2024-10-16,1935.75,SBI Bank,HDFC Bank,Transfer,Failed,16:03:55,Mobile,UPI ID,Shopping,Scheduled,USD,123456792297,987654324297
TXN03286,2024-11-17,1686.89,ICICI Bank,SBI Bank,Payment,Success,23:27:25,Tablet,Phone Number,Food,Instant,EUR,123456792298,987654324298
TXN03287,2024-12-18,432.84,Axis Bank,Axis Bank,Transfer,Success,23:51:37,Laptop,QR Code,Travel,Scheduled,GBP,123456792299,987654324299
TXN03288,2024-01-19,1462.81,HDFC Bank,ICICI Bank,Payment,Success,17:58:19,Mobile,UPI ID,Bill Payment,Instant,INR,123456792300,987654324300
TXN03289,2024-02-20,1982.6,SBI Bank,HDFC Bank,Transfer,Success,22:34:40,Tablet,Phone Number,Others,Scheduled,USD,123456792301,987654324301
TXN03290,2024-03-21,992.07,ICICI Bank,SBI Bank,Payment,Failed,15:33:09,Laptop,QR Code,Shopping,Instant,EUR,123456792302,987654324302
TXN03291,2024-04-22,645.93,Axis Bank,Axis Bank,Transfer,Success,06:04:34,Mobile,UPI ID,Food,Scheduled,GBP,123456792303,987654324303
TXN03292,2024-05-23,565.44,HDFC Bank,ICICI Bank,Payment,Success,08:22:33,Tablet,Phone Number,Travel,Instant,INR,123456792304,987654324304
TXN03293,2024-06-24,1025.27,SBI Bank,HDFC Bank,Transfer,Success,13:12:50,Laptop,QR Code,Bill Payment,Scheduled,USD,123456792305,987654324305
TXN03294,2024-07-25,283.22,ICICI Bank,SBI Bank,Payment,Success,12:46:01,Mobile,UPI ID,Others,Instant,EUR,123456792306,987654324306
TXN03295,2024-08-26,1768.06,Axis Bank,Axis Bank,Transfer,Failed,19:43:12,Tablet,Phone Number,Shopping,Scheduled,GBP,123456792307,987654324307
TXN03296,2024-09-27,1487.76,HDFC Bank,ICICI Bank,Payment,Success,23:04:19,Laptop,QR Code,Food,Instant,INR,123456792308,987654324308
TXN03297,2024-10-28,1062.33,SBI Bank,HDFC Bank,Transfer,Success,21:58:20,Mobile,UPI ID,Travel,Scheduled,USD,123456792309,987654324309
TXN03298,2024-11-29,89.13,ICICI Bank,SBI Bank,Payment,Success,03:05:11,Tablet,Phone Number,Bill Payment,Instant,EUR,123456792310,987654324310
TXN03299,2024-12-30,1561.77,Axis Bank,Axis Bank,Transfer,Success,09:07:06,Laptop,QR Code,Others,Scheduled,GBP,123456792311,987654324311
TXN03300,2024-01-01,1977.67,HDFC Bank,ICICI Bank,Payment,Failed,00:25:25,Mobile,UPI ID,Shopping,Instant,INR,123456792312,987654324312
TXN03301,2024-02-02,1465.73,SBI Bank,HDFC Bank,Transfer,Success,08:46:43,Tablet,Phone Number,Food,Scheduled,USD,123456792313,987654324313
TXN03302,2024-03-03,321.35,ICICI Bank,SBI Bank,Payment,Success,11:26:15,Laptop,QR Code,Travel,Instant,EUR,123456792314,987654324314
TXN03303,2024-04-04,1805.98,Axis Bank,Axis Bank,Transfer,Success,14:07:43,Mobile,UPI ID,Bill Payment,Scheduled,GBP,123456792315,987654324315
TXN03304,2024-05-05,1520.05,HDFC Bank,ICICI Bank,Payment,Success,04:08:55,Tablet,Phone Number,Others,Instant,INR,123456792316,987654324316
TXN03305,2024-06-06,1949.81,SBI Bank,HDFC Bank,Transfer,Failed,07:31:29,Laptop,QR Code,Shopping,Scheduled,USD,123456792317,987654324317
TXN03306,2024-07-07,561.12,ICICI Bank,SBI Bank,Payment,Success,15:28:22,Mobile,UPI ID,Food,Instant,EUR,123456792318,987654324318
TXN03307,2024-08-08,126.18,Axis Bank,Axis Bank,Transfer,Success,03:58:48,Tablet,Phone Number,Travel,Scheduled,GBP,123456792319,987654324319
TXN03308,2024-09-09,1774.02,HDFC Bank,ICICI Bank,Payment,Success,05:35:37,Laptop,QR Code,Bill Payment,Instant,INR,123456792320,987654324320
TXN03309,2024-10-10,1523.2,SBI Bank,HDFC Bank,Transfer,Success,08:19:24,Mobile,UPI ID,Others,Scheduled,USD,123456792321,987654324321
TXN03310,2024-11-11,1309.51,ICICI Bank,SBI Bank,Payment,Failed,10:57:09,Tablet,Phone Number,Shopping,Instant,EUR,123456792322,987654324322
TXN03311,2024-12-12,1011.21,Axis Bank,Axis Bank,Transfer,Success,06:06:02,Laptop,QR Code,Food,Scheduled,GBP,123456792323,987654324323
TXN03312,2024-01-13,1557.81,HDFC Bank,ICICI Bank,Payment,Success,21:47:33,Mobile,UPI ID,Travel,Instant,INR,123456792324,987654324324
TXN03313,2024-02-14,1262.12,SBI Bank,HDFC Bank,Transfer,Success,12:11:07,Tablet,Phone Number,Bill Payment,Scheduled,USD,123456792325,987654324325
TXN03314,2024-03-15,305.4,ICICI Bank,SBI Bank,Payment,Success,15:16:54,Laptop,QR Code,Others,Instant,EUR,123456792326,987654324326
TXN03315,2024-04-16,957.3,Axis Bank,Axis Bank,Transfer,Failed,20:11:38,Mobile,UPI ID,Shopping,Scheduled,GBP,123456792327,987654324327
TXN03316,2024-05-17,1785.51,HDFC Bank,ICICI Bank,Payment,Success,05:37:08,Tablet,Phone Number,Food,Instant,INR,123456792328,987654324328
TXN03317,2024-06-18,80.6,SBI Bank,HDFC Bank,Transfer,Success,19:25:02,Laptop,QR Code,Travel,Scheduled,USD,123456792329,987654324329
TXN03318,2024-07-19,1379.09,ICICI Bank,SBI Bank,Payment,Success,10:12:15,Mobile,UPI ID,Bill Payment,Instant,EUR,123456792330,987654324330
TXN03319,2024-08-20,67.07,Axis Bank,Axis Bank,Transfer,Success,23:36:58,Tablet,Phone Number,Others,Scheduled,GBP,123456792331,987654324331
TXN03320,2024-09-21,463.74,HDFC Bank,ICICI Bank,Payment,Failed,11:14:42,Laptop,QR Code,Shopping,Instant,INR,123456792332,987654324332
TXN03321,2024-10-22,324.23,SBI Bank,HDFC Bank,Transfer,Success,12:06:19,Mobile,UPI ID,Food,Scheduled,USD,123456792333,987654324333
TXN03322,2024-11-23,909.83,ICICI Bank,SBI Bank,Payment,Success,10:25:05,Tablet,Phone Number,Travel,Instant,EUR,123456792334,987654324334
TXN03323,2024-12-24,93.67,Axis Bank,Axis Bank,Transfer,Success,02:34:51,Laptop,QR Code,Bill Payment,Scheduled,GBP,123456792335,987654324335
TXN03324,2024-01-25,1706.66,HDFC Bank,ICICI Bank,Payment,Success,03:39:53,Mobile,UPI ID,Others,Instant,INR,123456792336,987654324336
TXN03325,2024-02-26,434.12,SBI Bank,HDFC Bank,Transfer,Failed,10:39:14,Tablet,Phone Number,Shopping,Scheduled,USD,123456792337,987654324337
TXN03326,2024-03-27,208.7,ICICI Bank,SBI Bank,Payment,Success,08:11:47,Laptop,QR Code,Food,Instant,EUR,123456792338,987654324338
TXN03327,2024-04-28,1565.69,Axis Bank,Axis Bank,Transfer,Success,10:59:19,Mobile,UPI ID,Travel,Scheduled,GBP,123456792339,987654324339
TXN03328,2024-05-29,1636.81,HDFC Bank,ICICI Bank,Payment,Success,15:04:05,Tablet,Phone Number,Bill Payment,Instant,INR,123456792340,987654324340
TXN03329,2024-06-30,1770.94,SBI Bank,HDFC Bank,Transfer,Success,11:25:50,Laptop,QR Code,Others,Scheduled,USD,123456792341,987654324341
TXN03330,2024-07-01,43.96,ICICI Bank,SBI Bank,Payment,Failed,22:42:23,Mobile,UPI ID,Shopping,Instant,EUR,123456792342,987654324342
TXN03331,2024-08-02,1034.97,Axis Bank,Axis Bank,Transfer,Success,16:11:04,Tablet,Phone Number,Food,Scheduled,GBP,123456792343,987654324343
TXN03332,2024-09-03,1150.83,HDFC Bank,ICICI Bank,Payment,Success,09:27:24,Laptop,QR Code,Travel,Instant,INR,123456792344,987654324344
TXN03333,2024-10-04,1441.04,SBI Bank,HDFC Bank,Transfer,Success,08:38:57,Mobile,UPI ID,Bill Payment,Scheduled,USD,123456792345,987654324345
TXN03334,2024-11-05,1772.88,ICICI Bank,SBI Bank,Payment,Success,21:34:09,Tablet,Phone Number,Others,Instant,EUR,123456792346,987654324346
TXN03335,2024-12-06,1141.32,Axis Bank,Axis Bank,Transfer,Failed,17:21:58,Laptop,QR Code,Shopping,Scheduled,GBP,123456792347,987654324347
TXN03336,2024-01-07,264.08,HDFC Bank,ICICI Bank,Payment,Success,18:05:39,Mobile,UPI ID,Food,Instant,INR,123456792348,987654324348
TXN03337,2024-02-08,1217.89,SBI Bank,HDFC Bank,Transfer,Success,06:02:42,Tablet,Phone Number,Travel,Scheduled,USD,123456792349,987654324349
TXN03338,2024-03-09,1808.24,ICICI Bank,SBI Bank,Payment,Success,02:44:53,Laptop,QR Code,Bill Payment,Instant,EUR,123456792350,987654324350
TXN03339,2024-04-10,678.01,Axis Bank,Axis Bank,Transfer,Success,03:34:43,Mobile,UPI ID,Others,Scheduled,GBP,123456792351,987654324351
TXN03340,2024-05-11,1716.62,HDFC Bank,ICICI Bank,Payment,Failed,18:58:39,Tablet,Phone Number,Shopping,Instant,INR,123456792352,987654324352
TXN03341,2024-06-12,47.9,SBI Bank,HDFC Bank,Transfer,Success,19:57:38,Laptop,QR Code,Food,Scheduled,USD,123456792353,987654324353
TXN03342,2024-07-13,289.69,ICICI Bank,SBI Bank,Payment,Success,06:45:31,Mobile,UPI ID,Travel,Instant,EUR,123456792354,987654324354
TXN03343,2024-08-14,1058.81,Axis Bank,Axis Bank,Transfer,Success,21:51:18,Tablet,Phone Number,Bill Payment,Scheduled,GBP,123456792355,987654324355
TXN03344,2024-09-15,1035.52,HDFC Bank,ICICI Bank,Payment,Success,14:27:21,Laptop,QR Code,Others,Instant,INR,123456792356,987654324356
TXN03345,2024-10-16,1955.66,SBI Bank,HDFC Bank,Transfer,Failed,04:16:23,Mobile,UPI ID,Shopping,Scheduled,USD,123456792357,987654324357
TXN03346,2024-11-17,1713.84,ICICI Bank,SBI Bank,Payment,Success,21:03:02,Tablet,Phone Number,Food,Instant,EUR,123456792358,987654324358
TXN03347,2024-12-18,121.57,Axis Bank,Axis Bank,Transfer,Success,01:23:39,Laptop,QR Code,Travel,Scheduled,GBP,123456792359,987654324359
TXN03348,2024-01-19,1679.97,HDFC Bank,ICICI Bank,Payment,Success,04:09:38,Mobile,UPI ID,Bill Payment,Instant,INR,123456792360,987654324360
TXN03349,2024-02-20,1638.65,SBI Bank,HDFC Bank,Transfer,Success,00:07:10,Tablet,Phone Number,Others,Scheduled,USD,123456792361,987654324361
TXN03350,2024-03-21,169.17,ICICI Bank,SBI Bank,Payment,Failed,11:16:46,Laptop,QR Code,Shopping,Instant,EUR,123456792362,987654324362
TXN03351,2024-04-22,1838.68,Axis Bank,Axis Bank,Transfer,Success,07:45:13,Mobile,UPI ID,Food,Scheduled,GBP,123456792363,987654324363
TXN03352,2024-05-23,417.47,HDFC Bank,ICICI Bank,Payment,Success,05:08:22,Tablet,Phone Number,Travel,Instant,INR,123456792364,987654324364
TXN03353,2024-06-24,741.11,SBI Bank,HDFC Bank,Transfer,Success,03:31:23,Laptop,QR Code,Bill Payment,Scheduled,USD,123456792365,987654324365
TXN03354,2024-07-25,1955.77,ICICI Bank,SBI Bank,Payment,Success,04:04:26,Mobile,UPI ID,Others,Instant,EUR,123456792366,987654324366
TXN03355,2024-08-26,228.74,Axis Bank,Axis Bank,Transfer,Failed,15:50:29,Tablet,Phone Number,Shopping,Scheduled,GBP,123456792367,987654324367
TXN03356,2024-09-27,764.87,HDFC Bank,ICICI Bank,Payment,Success,00:06:10,Laptop,QR Code,Food,Instant,INR,123456792368,987654324368
TXN03357,2024-10-28,1772.6,SBI Bank,HDFC Bank,Transfer,Success,06:52:23,Mobile,UPI ID,Travel,Scheduled,USD,123456792369,987654324369
TXN03358,2024-11-29,940.89,ICICI Bank,SBI Bank,Payment,Success,06:41:31,Tablet,Phone Number,Bill Payment,Instant,EUR,123456792370,987654324370
TXN03359,2024-12-30,187.84,Axis Bank,Axis Bank,Transfer,Success,18:52:45,Laptop,QR Code,Others,Scheduled,GBP,123456792371,987654324371
TXN03360,2024-01-01,129.51,HDFC Bank,ICICI Bank,Payment,Failed,19:56:34,Mobile,UPI ID,Shopping,Instant,INR,123456792372,987654324372
TXN03361,2024-02-02,1548.83,SBI Bank,HDFC Bank,Transfer,Success,16:58:42,Tablet,Phone Number,Food,Scheduled,USD,123456792373,987654324373
TXN03362,2024-03-03,1272.18,ICICI Bank,SBI Bank,Payment,Success,06:20:52,Laptop,QR Code,Travel,Instant,EUR,123456792374,987654324374
TXN03363,2024-04-04,1192.48,Axis Bank,Axis Bank,Transfer,Success,11:10:50,Mobile,UPI ID,Bill Payment,Scheduled,GBP,123456792375,987654324375
TXN03364,2024-05-05,519.56,HDFC Bank,ICICI Bank,Payment,Success,04:28:38,Tablet,Phone Number,Others,Instant,INR,123456792376,987654324376
TXN03365,2024-06-06,56.87,SBI Bank,HDFC Bank,Transfer,Failed,14:44:30,Laptop,QR Code,Shopping,Scheduled,USD,123456792377,987654324377
TXN03366,2024-07-07,1642.67,ICICI Bank,SBI Bank,Payment,Success,11:33:26,Mobile,UPI ID,Food,Instant,EUR,123456792378,987654324378
TXN03367,2024-08-08,1725.42,Axis Bank,Axis Bank,Transfer,Success,01:41:04,Tablet,Phone Number,Travel,Scheduled,GBP,123456792379,987654324379
TXN03368,2024-09-09,708.07,HDFC Bank,ICICI Bank,Payment,Success,12:17:51,Laptop,QR Code,Bill Payment,Instant,INR,123456792380,987654324380
TXN03369,2024-10-10,1544.58,SBI Bank,HDFC Bank,Transfer,Success,00:08:42,Mobile,UPI ID,Others,Scheduled,USD,123456792381,987654324381
TXN03370,2024-11-11,1007.17,ICICI Bank,SBI Bank,Payment,Failed,11:52:29,Tablet,Phone Number,Shopping,Instant,EUR,123456792382,987654324382
TXN03371,2024-12-12,880.25,Axis Bank,Axis Bank,Transfer,Success,00:28:03,Laptop,QR Code,Food,Scheduled,GBP,123456792383,987654324383
TXN03372,2024-01-13,1839.83,HDFC Bank,ICICI Bank,Payment,Success,15:58:58,Mobile,UPI ID,Travel,Instant,INR,123456792384,987654324384
TXN03373,2024-02-14,1497.06,SBI Bank,HDFC Bank,Transfer,Success,00:09:21,Tablet,Phone Number,Bill Payment,Scheduled,USD,123456792385,987654324385
TXN03374,2024-03-15,654.15,ICICI Bank,SBI Bank,Payment,Success,16:01:30,Laptop,QR Code,Others,Instant,EUR,123456792386,987654324386
TXN03375,2024-04-16,1735.51,Axis Bank,Axis Bank,Transfer,Failed,08:41:30,Mobile,UPI ID,Shopping,Scheduled,GBP,123456792387,987654324387
TXN03376,2024-05-17,195.93,HDFC Bank,ICICI Bank,Payment,Success,07:42:41,Tablet,Phone Number,Food,Instant,INR,123456792388,987654324388
TXN03377,2024-06-18,1040.79,SBI Bank,HDFC Bank,Transfer,Success,07:45:34,Laptop,QR Code,Travel,Scheduled,USD,123456792389,987654324389
TXN03378,2024-07-19,374.78,ICICI Bank,SBI Bank,Payment,Success,22:45:44,Mobile,UPI ID,Bill Payment,Instant,EUR,123456792390,987654324390
TXN03379,2024-08-20,1591.27,Axis Bank,Axis Bank,Transfer,Success,07:55:07,Tablet,Phone Number,Others,Scheduled,GBP,123456792391,987654324391
TXN03380,2024-09-21,1051.85,HDFC Bank,ICICI Bank,Payment,Failed,09:15:27,Laptop,QR Code,Shopping,Instant,INR,123456792392,987654324392
TXN03381,2024-10-22,804.66,SBI Bank,HDFC Bank,Transfer,Success,07:47:23,Mobile,UPI ID,Food,Scheduled,USD,123456792393,987654324393
TXN03382,2024-11-23,816.86,ICICI Bank,SBI Bank,Payment,Success,18:28:43,Tablet,Phone Number,Travel,Instant,EUR,123456792394,987654324394
TXN03383,2024-12-24,310.58,Axis Bank,Axis Bank,Transfer,Success,23:24:01,Laptop,QR Code,Bill Payment,Scheduled,GBP,123456792395,987654324395
TXN03384,2024-01-25,1197.52,HDFC Bank,ICICI Bank,Payment,Success,11:10:08,Mobile,UPI ID,Others,Instant,INR,123456792396,987654324396
TXN03385,2024-02-26,285.55,SBI Bank,HDFC Bank,Transfer,Failed,01:00:23,Tablet,Phone Number,Shopping,Scheduled,USD,123456792397,987654324397
TXN03386,2024-03-27,919.81,ICICI Bank,SBI Bank,Payment,Success,14:52:26,Laptop,QR Code,Food,Instant,EUR,123456792398,987654324398
TXN03387,2024-04-28,872.93,Axis Bank,Axis Bank,Transfer,Success,00:51:24,Mobile,UPI ID,Travel,Scheduled,GBP,123456792399,987654324399
TXN03388,2024-05-29,1385.0,HDFC Bank,ICICI Bank,Payment,Success,06:14:37,Tablet,Phone Number,Bill Payment,Instant,INR,123456792400,987654324400
TXN03389,2024-06-30,1907.9,SBI Bank,HDFC Bank,Transfer,Success,17:47:58,Laptop,QR Code,Others,Scheduled,USD,123456792401,987654324401
TXN03390,2024-07-01,1396.62,ICICI Bank,SBI Bank,Payment,Failed,23:09:50,Mobile,UPI ID,Shopping,Instant,EUR,123456792402,987654324402
TXN03391,2024-08-02,1429.3,Axis Bank,Axis Bank,Transfer,Success,07:37:36,Tablet,Phone Number,Food,Scheduled,GBP,123456792403,987654324403
TXN03392,2024-09-03,1777.06,HDFC Bank,ICICI Bank,Payment,Success,03:16:35,Laptop,QR Code,Travel,Instant,INR,123456792404,987654324404
TXN03393,2024-10-04,1867.42,SBI Bank,HDFC Bank,Transfer,Success,00:06:51,Mobile,UPI ID,Bill Payment,Scheduled,USD,123456792405,987654324405
TXN03394,2024-11-05,640.32,ICICI Bank,SBI Bank,Payment,Success,18:56:33,Tablet,Phone Number,Others,Instant,EUR,123456792406,987654324406
TXN03395,2024-12-06,1401.93,Axis Bank,Axis Bank,Transfer,Failed,18:30:22,Laptop,QR Code,Shopping,Scheduled,GBP,123456792407,987654324407
TXN03396,2024-01-07,1483.54,HDFC Bank,ICICI Bank,Payment,Success,23:10:50,Mobile,UPI ID,Food,Instant,INR,123456792408,987654324408
TXN03397,2024-02-08,164.12,SBI Bank,HDFC Bank,Transfer,Success,08:01:28,Tablet,Phone Number,Travel,Scheduled,USD,123456792409,987654324409
TXN03398,2024-03-09,1678.55,ICICI Bank,SBI Bank,Payment,Success,01:33:59,Laptop,QR Code,Bill Payment,Instant,EUR,123456792410,987654324410
TXN03399,2024-04-10,1421.62,Axis Bank,Axis Bank,Transfer,Success,02:18:42,Mobile,UPI ID,Others,Scheduled,GBP,123456792411,987654324411
TXN03400,2024-05-11,465.68,HDFC Bank,ICICI Bank,Payment,Failed,22:59:55,Tablet,Phone Number,Shopping,Instant,INR,123456792412,987654324412
TXN03401,2024-06-12,1337.42,SBI Bank,HDFC Bank,Transfer,Success,23:14:19,Laptop,QR Code,Food,Scheduled,USD,123456792413,987654324413
TXN03402,2024-07-13,1834.94,ICICI Bank,SBI Bank,Payment,Success,13:24:06,Mobile,UPI ID,Travel,Instant,EUR,123456792414,987654324414
TXN03403,2024-08-14,146.61,Axis Bank,Axis Bank,Transfer,Success,20:22:28,Tablet,Phone Number,Bill Payment,Scheduled,GBP,123456792415,987654324415
TXN03404,2024-09-15,718.99,HDFC Bank,ICICI Bank,Payment,Success,23:42:45,Laptop,QR Code,Others,Instant,INR,123456792416,987654324416
TXN03405,2024-10-16,688.3,SBI Bank,HDFC Bank,Transfer,Failed,21:31:37,Mobile,UPI ID,Shopping,Scheduled,USD,123456792417,987654324417
TXN03406,2024-11-17,1624.75,ICICI Bank,SBI Bank,Payment,Success,02:38:06,Tablet,Phone Number,Food,Instant,EUR,123456792418,987654324418
TXN03407,2024-12-18,94.33,Axis Bank,Axis Bank,Transfer,Success,04:06:09,Laptop,QR Code,Travel,Scheduled,GBP,123456792419,987654324419
TXN03408,2024-01-19,1179.63,HDFC Bank,ICICI Bank,Payment,Success,06:44:48,Mobile,UPI ID,Bill Payment,Instant,INR,123456792420,987654324420
TXN03409,2024-02-20,1910.99,SBI Bank,HDFC Bank,Transfer,Success,20:21:12,Tablet,Phone Number,Others,Scheduled,USD,123456792421,987654324421
TXN03410,2024-03-21,1418.71,ICICI Bank,SBI Bank,Payment,Failed,20:05:18,Laptop,QR Code,Shopping,Instant,EUR,123456792422,987654324422
TXN03411,2024-04-22,525.13,Axis Bank,Axis Bank,Transfer,Success,06:41:00,Mobile,UPI ID,Food,Scheduled,GBP,123456792423,987654324423
TXN03412,2024-05-23,755.13,HDFC Bank,ICICI Bank,Payment,Success,21:43:32,Tablet,Phone Number,Travel,Instant,INR,123456792424,987654324424
TXN03413,2024-06-24,1422.22,SBI Bank,HDFC Bank,Transfer,Success,09:21:56,Laptop,QR Code,Bill Payment,Scheduled,USD,123456792425,987654324425
