CustomerAccountNumber,Gender,CustomerAge,City,RemainingBalance
123456792254,Male,22,Bangalore,2910.7
123456792255,Female,23,Hyderabad,9062.67
123456792256,Male,24,Mumbai,154.13
123456792257,Female,25,Delhi,2339.48
123456792258,Male,26,Bangalore,1513.14
123456792259,Female,27,Hyderabad,3012.74
123456792260,Male,28,Mumbai,3388.67
123456792261,Female,29,Delhi,5514.83
123456792262,Male,30,Bangalore,3580.8
123456792263,Female,31,Hyderabad,3583.75
123456792264,Male,32,Mumbai,1032.49
123456792265,Female,33,Delhi,3440.31
123456792266,Male,34,Bangalore,3245.03
123456792267,Female,35,Hyderabad,2749.94
123456792268,Male,36,Mumbai,2908.07
123456792269,Female,37,Delhi,272.91
123456792270,Male,38,Bangalore,9211.33
123456792271,Female,39,Hyderabad,4512.61
123456792272,Male,40,Mumbai,9495.42
123456792273,Female,41,Delhi,2818.9
123456792274,Male,42,Bangalore,205.4
123456792275,Female,43,Hyderabad,6839.18
123456792276,Male,44,Mumbai,3045.82
123456792277,Female,45,Delhi,2942.87
123456792278,Male,46,Bangalore,1712.35
123456792279,Female,47,Hyderabad,3137.45
123456792280,Male,48,Mumbai,8270.76
123456792281,Female,49,Delhi,1134.38
123456792282,Male,50,Bangalore,7815.18
123456792283,Female,51,Hyderabad,8521.53
123456792284,Male,52,Mumbai,9960.66
123456792285,Female,53,Delhi,2754.68
123456792286,Male,54,Bangalore,2160.26
123456792287,Female,55,Hyderabad,6725.88
123456792288,Male,56,Mumbai,4002.52
123456792289,Female,57,Delhi,68.27
123456792290,Male,58,Bangalore,3802.61
123456792291,Female,59,Hyderabad,4350.52
123456792292,Male,20,Mumbai,7410.37
123456792293,Female,21,Delhi,64.6
123456792294,Male,22,Bangalore,8900.92
123456792295,Female,23,Hyderabad,3272.46
123456792296,Male,24,Mumbai,2759.93
123456792297,Female,25,Delhi,2380.56
123456792298,Male,26,Bangalore,7014.78
123456792299,Female,27,Hyderabad,7925.42
123456792300,Male,28,Mumbai,9891.11
123456792301,Female,29,Delhi,1352.72
123456792302,Male,30,Bangalore,601.44
123456792303,Female,31,Hyderabad,4792.59
123456792304,Male,32,Mumbai,9933.15
123456792305,Female,33,Delhi,9548.93
123456792306,Male,34,Bangalore,3405.42
123456792307,Female,35,Hyderabad,4804.01
123456792308,Male,36,Mumbai,9155.11
123456792309,Female,37,Delhi,6521.55
123456792310,Male,38,Bangalore,4886.22
123456792311,Female,39,Hyderabad,7251.54
123456792312,Male,40,Mumbai,7304.55
123456792313,Female,41,Delhi,6345.88
123456792314,Male,42,Bangalore,5421.14
123456792315,Female,43,Hyderabad,4288.57
123456792316,Male,44,Mumbai,8254.71
123456792317,Female,45,Delhi,9521.79
123456792318,Male,46,Bangalore,9690.19
123456792319,Female,47,Hyderabad,4743.12
123456792320,Male,48,Mumbai,5253.01
123456792321,Female,49,Delhi,7748.76
123456792322,Male,50,Bangalore,1593.44
123456792323,Female,51,Hyderabad,9938.94
123456792324,Male,52,Mumbai,2871.03
123456792325,Female,53,Delhi,3663.52
123456792326,Male,54,Bangalore,1662.75
123456792327,Female,55,Hyderabad,2439.5
123456792328,Male,56,Mumbai,26.59
123456792329,Female,57,Delhi,5100.89
123456792330,Male,58,Bangalore,3946.87
123456792331,Female,59,Hyderabad,7484.14
123456792332,Male,20,Mumbai,4713.32
123456792333,Female,21,Delhi,960.74
123456792334,Male,22,Bangalore,2514.85
123456792335,Female,23,Hyderabad,8189.66
123456792336,Male,24,Mumbai,2944.06
123456792337,Female,25,Delhi,6633.16
123456792338,Male,26,Bangalore,7872.11
123456792339,Female,27,Hyderabad,7064.6
123456792340,Male,28,Mumbai,4928.38
123456792341,Female,29,Delhi,4960.19
123456792342,Male,30,Bangalore,790.34
123456792343,Female,31,Hyderabad,968.14
123456792344,Male,32,Mumbai,7488.44
123456792345,Female,33,Delhi,7415.63
123456792346,Male,34,Bangalore,7581.31
123456792347,Female,35,Hyderabad,5931.16
123456792348,Male,36,Mumbai,6993.01
123456792349,Female,37,Delhi,9152.03
123456792350,Male,38,Bangalore,7065.06
123456792351,Female,39,Hyderabad,8155.03
123456792352,Male,40,Mumbai,104.01
123456792353,Female,41,Delhi,7859.3
123456792354,Male,42,Bangalore,7816.83
123456792355,Female,43,Hyderabad,5460.11
123456792356,Male,44,Mumbai,7411.57
123456792357,Female,45,Delhi,7480.61
123456792358,Male,46,Bangalore,1289.69
123456792359,Female,47,Hyderabad,6394.23
123456792360,Male,48,Mumbai,4899.61
123456792361,Female,49,Delhi,5455.43
123456792362,Male,50,Bangalore,8216.09
123456792363,Female,51,Hyderabad,263.45
123456792364,Male,52,Mumbai,39.4
123456792365,Female,53,Delhi,1101.57
123456792366,Male,54,Bangalore,2031.14
123456792367,Female,55,Hyderabad,3780.11
123456792368,Male,56,Mumbai,9067.54
123456792369,Female,57,Delhi,2577.79
123456792370,Male,58,Bangalore,7446.72
123456792371,Female,59,Hyderabad,1926.9
123456792372,Male,20,Mumbai,2483.74
123456792373,Female,21,Delhi,2274.34
123456792374,Male,22,Bangalore,563.52
123456792375,Female,23,Hyderabad,7547.59
123456792376,Male,24,Mumbai,499.48
123456792377,Female,25,Delhi,9764.95
123456792378,Male,26,Bangalore,3000.93
123456792379,Female,27,Hyderabad,5205.95
123456792380,Male,28,Mumbai,4038.38
123456792381,Female,29,Delhi,5046.38
123456792382,Male,30,Bangalore,8783.47
123456792383,Female,31,Hyderabad,7531.21
123456792384,Male,32,Mumbai,3411.58
123456792385,Female,33,Delhi,6753.96
123456792386,Male,34,Bangalore,9509.74
123456792387,Female,35,Hyderabad,9891.28
123456792388,Male,36,Mumbai,1194.98
123456792389,Female,37,Delhi,4506.7
123456792390,Male,38,Bangalore,7464.1
123456792391,Female,39,Hyderabad,5750.64
123456792392,Male,40,Mumbai,8617.41
123456792393,Female,41,Delhi,4225.29
123456792394,Male,42,Bangalore,5713.39
123456792395,Female,43,Hyderabad,4388.95
123456792396,Male,44,Mumbai,8478.98
123456792397,Female,45,Delhi,4198.75
123456792398,Male,46,Bangalore,4089.79
123456792399,Female,47,Hyderabad,5863.2
123456792400,Male,48,Mumbai,2741.2
123456792401,Female,49,Delhi,7906.34
123456792402,Male,50,Bangalore,5050.98
123456792403,Female,51,Hyderabad,5278.8
123456792404,Male,52,Mumbai,2847.84
123456792405,Female,53,Delhi,8416.86
123456792406,Male,54,Bangalore,2582.18
123456792407,Female,55,Hyderabad,9756.98
123456792408,Male,56,Mumbai,8249.04
123456792409,Female,57,Delhi,6109.91
123456792410,Male,58,Bangalore,3962.5
123456792411,Female,59,Hyderabad,1978.04
123456792412,Male,20,Mumbai,1542.14
123456792413,Female,21,Delhi,8338.46
123456792414,Male,22,Bangalore,3880.77
123456792415,Female,23,Hyderabad,527.36
123456792416,Male,24,Mumbai,1180.48
123456792417,Female,25,Delhi,9238.99
123456792418,Male,26,Bangalore,7981.3
123456792419,Female,27,Hyderabad,5635.73
123456792420,Male,28,Mumbai,1516.91
123456792421,Female,29,Delhi,1732.92
123456792422,Male,30,Bangalore,9611.69
123456792423,Female,31,Hyderabad,7731.71
123456792424,Male,32,Mumbai,8403.89
123456792425,Female,33,Delhi,9645.41
123456792426,Male,34,Bangalore,4312.09
123456792427,Female,35,Hyderabad,5672.12
123456792428,Male,36,Mumbai,3696.74
123456792429,Female,37,Delhi,9621.51
123456792430,Male,38,Bangalore,8972.27
123456792431,Female,39,Hyderabad,6886.18
123456792432,Male,40,Mumbai,3010.8
123456792433,Female,41,Delhi,8970.9
123456792434,Male,42,Bangalore,9034.19
123456792435,Female,43,Hyderabad,9722.97
123456792436,Male,44,Mumbai,7671.4
123456792437,Female,45,Delhi,9861.17
123456792438,Male,46,Bangalore,2868.85
123456792439,Female,47,Hyderabad,6150.78
123456792440,Male,48,Mumbai,2759.81
123456792441,Female,49,Delhi,7473.45
123456792442,Male,50,Bangalore,26.7
123456792443,Female,51,Hyderabad,3190.38
123456792444,Male,52,Mumbai,2866.22
123456792445,Female,53,Delhi,715.7
123456792446,Male,54,Bangalore,3503.24
123456792447,Female,55,Hyderabad,6598.13
123456792448,Male,56,Mumbai,550.13
123456792449,Female,57,Delhi,8810.29
123456792450,Male,58,Bangalore,3886.51
123456792451,Female,59,Hyderabad,2007.1
123456792452,Male,20,Mumbai,4254.5
123456792453,Female,21,Delhi,9459.08
123456792454,Male,22,Bangalore,6912.6
123456792455,Female,23,Hyderabad,7823.18
123456792456,Male,24,Mumbai,8938.16
123456792457,Female,25,Delhi,5047.64
123456792458,Male,26,Bangalore,1385.47
123456792459,Female,27,Hyderabad,3890.26
123456792460,Male,28,Mumbai,3890.54
123456792461,Female,29,Delhi,3248.65
123456792462,Male,30,Bangalore,2625.0
123456792463,Female,31,Hyderabad,7955.41
123456792464,Male,32,Mumbai,296.51
123456792465,Female,33,Delhi,1408.79
123456792466,Male,34,Bangalore,1294.3
123456792467,Female,35,Hyderabad,9334.6
123456792468,Male,36,Mumbai,9263.61
123456792469,Female,37,Delhi,2156.43
123456792470,Male,38,Bangalore,6213.14
123456792471,Female,39,Hyderabad,1574.5
123456792472,Male,40,Mumbai,6969.41
123456792473,Female,41,Delhi,494.22
123456792474,Male,42,Bangalore,3494.94
123456792475,Female,43,Hyderabad,3841.57
123456792476,Male,44,Mumbai,3580.38
123456792477,Female,45,Delhi,556.22
123456792478,Male,46,Bangalore,1656.27
123456792479,Female,47,Hyderabad,354.76
123456792480,Male,48,Mumbai,8516.07
123456792481,Female,49,Delhi,6741.72
123456792482,Male,50,Bangalore,1224.2
123456792483,Female,51,Hyderabad,6057.64
123456792484,Male,52,Mumbai,387.79
123456792485,Female,53,Delhi,6887.95
123456792486,Male,54,Bangalore,9706.09
123456792487,Female,55,Hyderabad,8174.8
123456792488,Male,56,Mumbai,5928.36
123456792489,Female,57,Delhi,4609.55
123456792490,Male,58,Bangalore,1664.53
123456792491,Female,59,Hyderabad,9104.16
123456792492,Male,20,Mumbai,40.15
123456792493,Female,21,Delhi,6265.42
123456792494,Male,22,Bangalore,5615.57
123456792495,Female,23,Hyderabad,6358.11
123456792496,Male,24,Mumbai,6233.27
123456792497,Female,25,Delhi,2939.38
123456792498,Male,26,Bangalore,9631.11
123456792499,Female,27,Hyderabad,2344.43
123456792500,Male,28,Mumbai,9238.67
123456792501,Female,29,Delhi,3876.07
123456792502,Male,30,Bangalore,1529.36
123456792503,Female,31,Hyderabad,3234.86
123456792504,Male,32,Mumbai,3907.34
123456792505,Female,33,Delhi,9765.84
123456792506,Male,34,Bangalore,871.05
123456792507,Female,35,Hyderabad,1246.7
123456792508,Male,36,Mumbai,5422.85
123456792509,Female,37,Delhi,6323.42
123456792510,Male,38,Bangalore,3199.13
123456792511,Female,39,Hyderabad,1564.3
123456792512,Male,40,Mumbai,6765.58
123456792513,Female,41,Delhi,8977.83
123456792514,Male,42,Bangalore,8582.27
123456792515,Female,43,Hyderabad,717.04
123456792516,Male,44,Mumbai,4520.25
123456792517,Female,45,Delhi,8450.87
123456792518,Male,46,Bangalore,5710.92
123456792519,Female,47,Hyderabad,2245.28
123456792520,Male,48,Mumbai,5400.98
123456792521,Female,49,Delhi,6081.67
123456792522,Male,50,Bangalore,2794.4
123456792523,Female,51,Hyderabad,440.29
123456792524,Male,52,Mumbai,7318.04
123456792525,Female,53,Delhi,5781.32
123456792526,Male,54,Bangalore,9253.18
123456792527,Female,55,Hyderabad,6438.4
123456792528,Male,56,Mumbai,7554.37
123456792529,Female,57,Delhi,7803.64
123456792530,Male,58,Bangalore,4721.4
123456792531,Female,59,Hyderabad,5923.0
123456792532,Male,20,Mumbai,3983.88
123456792533,Female,21,Delhi,5070.64
123456792534,Male,22,Bangalore,9715.08
123456792535,Female,23,Hyderabad,4347.04
123456792536,Male,24,Mumbai,7989.27
123456792537,Female,25,Delhi,7028.64
123456792538,Male,26,Bangalore,7763.66
123456792539,Female,27,Hyderabad,9965.45
123456792540,Male,28,Mumbai,7816.69
123456792541,Female,29,Delhi,5209.64
123456792542,Male,30,Bangalore,204.86
123456792543,Female,31,Hyderabad,256.71
123456792544,Male,32,Mumbai,435.35
123456792545,Female,33,Delhi,515.17
123456792546,Male,34,Bangalore,4969.43
123456792547,Female,35,Hyderabad,1573.87
123456792548,Male,36,Mumbai,5924.92
123456792549,Female,37,Delhi,9480.2
123456792550,Male,38,Bangalore,9035.68
123456792551,Female,39,Hyderabad,8310.01
123456792552,Male,40,Mumbai,914.09
123456792553,Female,41,Delhi,4067.79
123456792554,Male,42,Bangalore,2966.33
123456792555,Female,43,Hyderabad,8852.03
123456792556,Male,44,Mumbai,5991.23
123456792557,Female,45,Delhi,9357.49
123456792558,Male,46,Bangalore,1210.73
123456792559,Female,47,Hyderabad,7756.23
123456792560,Male,48,Mumbai,5321.17
123456792561,Female,49,Delhi,3427.14
123456792562,Male,50,Bangalore,9576.69
123456792563,Female,51,Hyderabad,2778.27
123456792564,Male,52,Mumbai,320.61
123456792565,Female,53,Delhi,4166.35
123456792566,Male,54,Bangalore,4416.0
123456792567,Female,55,Hyderabad,885.47
123456792568,Male,56,Mumbai,4257.73
123456792569,Female,57,Delhi,4336.06
123456792570,Male,58,Bangalore,9269.26
123456792571,Female,59,Hyderabad,2971.52
123456792572,Male,20,Mumbai,7813.76
123456792573,Female,21,Delhi,23.61
123456792574,Male,22,Bangalore,4963.36
123456792575,Female,23,Hyderabad,265.45
123456792576,Male,24,Mumbai,3050.06
123456792577,Female,25,Delhi,6589.55
123456792578,Male,26,Bangalore,6274.71
123456792579,Female,27,Hyderabad,729.67
123456792580,Male,28,Mumbai,9649.14
123456792581,Female,29,Delhi,4896.29
123456792582,Male,30,Bangalore,4063.36
123456792583,Female,31,Hyderabad,5370.31
123456792584,Male,32,Mumbai,4159.73
123456792585,Female,33,Delhi,7758.99
123456792586,Male,34,Bangalore,3570.17
123456792587,Female,35,Hyderabad,3111.41
123456792588,Male,36,Mumbai,5646.06
123456792589,Female,37,Delhi,1356.13
123456792590,Male,38,Bangalore,6555.11
123456792591,Female,39,Hyderabad,2725.77
123456792592,Male,40,Mumbai,3476.7
123456792593,Female,41,Delhi,8324.48
123456792594,Male,42,Bangalore,9820.41
123456792595,Female,43,Hyderabad,6940.18
123456792596,Male,44,Mumbai,2002.9
123456792597,Female,45,Delhi,6.74
123456792598,Male,46,Bangalore,8156.4
123456792599,Female,47,Hyderabad,1432.96
123456792600,Male,48,Mumbai,8157.43
123456792601,Female,49,Delhi,5322.73
123456792602,Male,50,Bangalore,8187.99
123456792603,Female,51,Hyderabad,4490.84
123456792604,Male,52,Mumbai,9449.39
123456792605,Female,53,Delhi,7168.61
123456792606,Male,54,Bangalore,4546.67
123456792607,Female,55,Hyderabad,4714.79
123456792608,Male,56,Mumbai,3358.96
123456792609,Female,57,Delhi,6530.28
123456792610,Male,58,Bangalore,6792.93
123456792611,Female,59,Hyderabad,6274.03
123456792612,Male,20,Mumbai,7682.05
123456792613,Female,21,Delhi,5401.04
123456792614,Male,22,Bangalore,3079.86
123456792615,Female,23,Hyderabad,2606.86
123456792616,Male,24,Mumbai,9582.58
123456792617,Female,25,Delhi,8535.77
123456792618,Male,26,Bangalore,5168.2
123456792619,Female,27,Hyderabad,7730.56
123456792620,Male,28,Mumbai,8416.5
123456792621,Female,29,Delhi,5631.18
123456792622,Male,30,Bangalore,831.29
123456792623,Female,31,Hyderabad,6890.75
123456792624,Male,32,Mumbai,2998.79
123456792625,Female,33,Delhi,9114.81
123456792626,Male,34,Bangalore,4906.84
123456792627,Female,35,Hyderabad,7272.78
123456792628,Male,36,Mumbai,1522.67
123456792629,Female,37,Delhi,5354.76
123456792630,Male,38,Bangalore,1136.3
123456792631,Female,39,Hyderabad,3860.19
123456792632,Male,40,Mumbai,6721.1
123456792633,Female,41,Delhi,1673.82
123456792634,Male,42,Bangalore,6425.16
123456792635,Female,43,Hyderabad,6536.12
123456792636,Male,44,Mumbai,5264.45
123456792637,Female,45,Delhi,2966.11
123456792638,Male,46,Bangalore,8540.99
123456792639,Female,47,Hyderabad,5764.56
123456792640,Male,48,Mumbai,6708.88
123456792641,Female,49,Delhi,7841.65
123456792642,Male,50,Bangalore,7383.48
123456792643,Female,51,Hyderabad,734.52
123456792644,Male,52,Mumbai,4072.79
123456792645,Female,53,Delhi,3602.42
123456792646,Male,54,Bangalore,1126.13
123456792647,Female,55,Hyderabad,8574.57
123456792648,Male,56,Mumbai,9688.31
123456792649,Female,57,Delhi,4570.26
123456792650,Male,58,Bangalore,1373.35
123456792651,Female,59,Hyderabad,888.32
123456792652,Male,20,Mumbai,2078.09
123456792653,Female,21,Delhi,4333.3
123456792654,Male,22,Bangalore,6184.63
123456792655,Female,23,Hyderabad,2752.25
123456792656,Male,24,Mumbai,345.39
123456792657,Female,25,Delhi,4182.57
123456792658,Male,26,Bangalore,2304.25
123456792659,Female,27,Hyderabad,5306.17
123456792660,Male,28,Mumbai,2617.89
123456792661,Female,29,Delhi,2104.89
123456792662,Male,30,Bangalore,847.97
123456792663,Female,31,Hyderabad,820.04
123456792664,Male,32,Mumbai,7299.83
123456792665,Female,33,Delhi,4325.4
123456792666,Male,34,Bangalore,1826.36
123456792667,Female,35,Hyderabad,5268.6
123456792668,Male,36,Mumbai,6888.42
123456792669,Female,37,Delhi,6302.2
123456792670,Male,38,Bangalore,4171.83
123456792671,Female,39,Hyderabad,6812.64
123456792672,Male,40,Mumbai,9002.55
123456792673,Female,41,Delhi,4650.52
123456792674,Male,42,Bangalore,510.67
123456792675,Female,43,Hyderabad,6299.8
123456792676,Male,44,Mumbai,9588.75
123456792677,Female,45,Delhi,8092.3
123456792678,Male,46,Bangalore,7022.01
123456792679,Female,47,Hyderabad,9348.81
123456792680,Male,48,Mumbai,4649.09
123456792681,Female,49,Delhi,7294.95
123456792682,Male,50,Bangalore,9385.34
123456792683,Female,51,Hyderabad,1724.86
123456792684,Male,52,Mumbai,7426.45
123456792685,Female,53,Delhi,6715.96
123456792686,Male,54,Bangalore,2411.78
123456792687,Female,55,Hyderabad,2019.06
123456792688,Male,56,Mumbai,8063.17
123456792689,Female,57,Delhi,8155.04
123456792690,Male,58,Bangalore,3730.5
123456792691,Female,59,Hyderabad,2057.31
123456792692,Male,20,Mumbai,8209.58
123456792693,Female,21,Delhi,7105.46
123456792694,Male,22,Bangalore,3936.65
123456792695,Female,23,Hyderabad,3182.47
123456792696,Male,24,Mumbai,3967.1
123456792697,Female,25,Delhi,7361.68
123456792698,Male,26,Bangalore,2066.56
123456792699,Female,27,Hyderabad,1616.17
123456792700,Male,28,Mumbai,3249.11
123456792701,Female,29,Delhi,9160.97
123456792702,Male,30,Bangalore,4324.43
123456792703,Female,31,Hyderabad,8588.59
123456792704,Male,32,Mumbai,1866.01
123456792705,Female,33,Delhi,7718.18
123456792706,Male,34,Bangalore,3265.98
123456792707,Female,35,Hyderabad,7140.31
123456792708,Male,36,Mumbai,2372.55
123456792709,Female,37,Delhi,1137.55
123456792710,Male,38,Bangalore,5739.57
123456792711,Female,39,Hyderabad,4038.62
123456792712,Male,40,Mumbai,7655.03
123456792713,Female,41,Delhi,9967.39
123456792714,Male,42,Bangalore,9716.72
123456792715,Female,43,Hyderabad,1488.54
123456792716,Male,44,Mumbai,5337.23
123456792717,Female,45,Delhi,5199.58
123456792718,Male,46,Bangalore,9963.51
123456792719,Female,47,Hyderabad,2470.0
123456792720,Male,48,Mumbai,380.92
123456792721,Female,49,Delhi,4572.45
123456792722,Male,50,Bangalore,1239.12
123456792723,Female,51,Hyderabad,6267.09
123456792724,Male,52,Mumbai,1023.69
123456792725,Female,53,Delhi,7929.66
123456792726,Male,54,Bangalore,5281.75
123456792727,Female,55,Hyderabad,5150.15
123456792728,Male,56,Mumbai,3069.71
123456792729,Female,57,Delhi,7815.36
123456792730,Male,58,Bangalore,5652.11
123456792731,Female,59,Hyderabad,5491.31
123456792732,Male,20,Mumbai,756.82
123456792733,Female,21,Delhi,2418.13
123456792734,Male,22,Bangalore,1836.17
123456792735,Female,23,Hyderabad,2201.1
123456792736,Male,24,Mumbai,4802.83
123456792737,Female,25,Delhi,6766.79
123456792738,Male,26,Bangalore,4244.58
123456792739,Female,27,Hyderabad,4030.86
123456792740,Male,28,Mumbai,6804.08
123456792741,Female,29,Delhi,2569.65
123456792742,Male,30,Bangalore,9838.9
123456792743,Female,31,Hyderabad,7433.17
123456792744,Male,32,Mumbai,6263.93
123456792745,Female,33,Delhi,7280.96
123456792746,Male,34,Bangalore,2714.04
123456792747,Female,35,Hyderabad,6184.79
123456792748,Male,36,Mumbai,8349.12
123456792749,Female,37,Delhi,6562.0
123456792750,Male,38,Bangalore,4038.4
123456792751,Female,39,Hyderabad,9653.79
123456792752,Male,40,Mumbai,7257.28
123456792753,Female,41,Delhi,7460.46
123456792754,Male,42,Bangalore,3962.33
123456792755,Female,43,Hyderabad,6757.78
123456792756,Male,44,Mumbai,4553.15
123456792757,Female,45,Delhi,8055.51
123456792758,Male,46,Bangalore,8402.5
123456792759,Female,47,Hyderabad,2223.8
123456792760,Male,48,Mumbai,6588.69
123456792761,Female,49,Delhi,8200.02
123456792762,Male,50,Bangalore,8341.52
123456792763,Female,51,Hyderabad,9100.74
123456792764,Male,52,Mumbai,3908.98
123456792765,Female,53,Delhi,9234.0
123456792766,Male,54,Bangalore,9700.12
123456792767,Female,55,Hyderabad,2363.42
123456792768,Male,56,Mumbai,7965.6
123456792769,Female,57,Delhi,5042.53
123456792770,Male,58,Bangalore,7595.41
123456792771,Female,59,Hyderabad,795.58
123456792772,Male,20,Mumbai,7910.64
123456792773,Female,21,Delhi,850.8
123456792774,Male,22,Bangalore,3612.36
123456792775,Female,23,Hyderabad,4879.24
123456792776,Male,24,Mumbai,4363.07
123456792777,Female,25,Delhi,1057.24
123456792778,Male,26,Bangalore,7715.13
123456792779,Female,27,Hyderabad,8532.59
123456792780,Male,28,Mumbai,8877.31
123456792781,Female,29,Delhi,9812.68
123456792782,Male,30,Bangalore,5324.8
123456792783,Female,31,Hyderabad,7026.03
123456792784,Male,32,Mumbai,7097.62
123456792785,Female,33,Delhi,7055.88
123456792786,Male,34,Bangalore,3305.59
123456792787,Female,35,Hyderabad,6876.45
123456792788,Male,36,Mumbai,2382.1
123456792789,Female,37,Delhi,5895.92
123456792790,Male,38,Bangalore,2891.5
123456792791,Female,39,Hyderabad,9932.68
123456792792,Male,40,Mumbai,7432.64
123456792793,Female,41,Delhi,6663.88
123456792794,Male,42,Bangalore,9122.5
123456792795,Female,43,Hyderabad,2506.93
123456792796,Male,44,Mumbai,8165.45
123456792797,Female,45,Delhi,3045.63
123456792798,Male,46,Bangalore,5571.59
123456792799,Female,47,Hyderabad,5076.03
123456792800,Male,48,Mumbai,5349.32
123456792801,Female,49,Delhi,3730.58
123456792802,Male,50,Bangalore,6867.82
123456792803,Female,51,Hyderabad,3772.04
123456792804,Male,52,Mumbai,9037.95
123456792805,Female,53,Delhi,1478.26
123456792806,Male,54,Bangalore,2048.51
123456792807,Female,55,Hyderabad,2741.39
123456792808,Male,56,Mumbai,8277.21
123456792809,Female,57,Delhi,8533.74
123456792810,Male,58,Bangalore,3828.09
123456792811,Female,59,Hyderabad,6802.86
123456792812,Male,20,Mumbai,2585.13
123456792813,Female,21,Delhi,9718.15
123456792814,Male,22,Bangalore,6057.29
123456792815,Female,23,Hyderabad,7680.61
123456792816,Male,24,Mumbai,7470.19
123456792817,Female,25,Delhi,1884.56
123456792818,Male,26,Bangalore,9610.9
123456792819,Female,27,Hyderabad,4142.17
123456792820,Male,28,Mumbai,4555.19
123456792821,Female,29,Delhi,4329.31
123456792822,Male,30,Bangalore,4282.57
123456792823,Female,31,Hyderabad,1159.33
123456792824,Male,32,Mumbai,3026.3
123456792825,Female,33,Delhi,8894.24
123456792826,Male,34,Bangalore,3366.54
123456792827,Female,35,Hyderabad,9920.47
123456792828,Male,36,Mumbai,4783.26
123456792829,Female,37,Delhi,2118.66
123456792830,Male,38,Bangalore,1266.24
123456792831,Female,39,Hyderabad,2976.44
123456792832,Male,40,Mumbai,9396.51
123456792833,Female,41,Delhi,4303.36
123456792834,Male,42,Bangalore,8313.24
123456792835,Female,43,Hyderabad,626.15
123456792836,Male,44,Mumbai,9726.41
123456792837,Female,45,Delhi,9618.66
123456792838,Male,46,Bangalore,1452.57
123456792839,Female,47,Hyderabad,9268.42
123456792840,Male,48,Mumbai,5762.57
123456792841,Female,49,Delhi,3305.2
123456792842,Male,50,Bangalore,2636.45
123456792843,Female,51,Hyderabad,2211.17
123456792844,Male,52,Mumbai,8459.33
123456792845,Female,53,Delhi,1629.25
123456792846,Male,54,Bangalore,1952.68
123456792847,Female,55,Hyderabad,9985.21
123456792848,Male,56,Mumbai,7263.08
123456792849,Female,57,Delhi,7325.5
123456792850,Male,58,Bangalore,2513.46
123456792851,Female,59,Hyderabad,4579.75
123456792852,Male,20,Mumbai,2308.22
123456792853,Female,21,Delhi,9623.31
123456792854,Male,22,Bangalore,3899.29
123456792855,Female,23,Hyderabad,6697.76
123456792856,Male,24,Mumbai,8402.02
123456792857,Female,25,Delhi,243.5
123456792858,Male,26,Bangalore,9245.31
123456792859,Female,27,Hyderabad,5915.72
123456792860,Male,28,Mumbai,3832.27
123456792861,Female,29,Delhi,3117.96
123456792862,Male,30,Bangalore,8630.93
123456792863,Female,31,Hyderabad,22.45
123456792864,Male,32,Mumbai,291.96
123456792865,Female,33,Delhi,5170.44
123456792866,Male,34,Bangalore,389.54
123456792867,Female,35,Hyderabad,7643.9
123456792868,Male,36,Mumbai,8165.0
123456792869,Female,37,Delhi,5427.83
123456792870,Male,38,Bangalore,525.58
123456792871,Female,39,Hyderabad,5270.12
123456792872,Male,40,Mumbai,8268.59
123456792873,Female,41,Delhi,8278.48
123456792874,Male,42,Bangalore,563.63
123456792875,Female,43,Hyderabad,6829.78
123456792876,Male,44,Mumbai,9726.6
123456792877,Female,45,Delhi,3700.88
123456792878,Male,46,Bangalore,8749.94
123456792879,Female,47,Hyderabad,5619.53
123456792880,Male,48,Mumbai,1679.78
123456792881,Female,49,Delhi,4799.19
123456792882,Male,50,Bangalore,9369.16
123456792883,Female,51,Hyderabad,9663.66
123456792884,Male,52,Mumbai,9977.07
123456792885,Female,53,Delhi,753.14
123456792886,Male,54,Bangalore,8967.11
123456792887,Female,55,Hyderabad,1179.36
123456792888,Male,56,Mumbai,5423.55
123456792889,Female,57,Delhi,1168.38
123456792890,Male,58,Bangalore,4105.2
123456792891,Female,59,Hyderabad,616.35
123456792892,Male,20,Mumbai,1566.82
123456792893,Female,21,Delhi,9908.94
123456792894,Male,22,Bangalore,9932.92
123456792895,Female,23,Hyderabad,8971.52
123456792896,Male,24,Mumbai,8685.76
123456792897,Female,25,Delhi,2674.9
123456792898,Male,26,Bangalore,4380.35
123456792899,Female,27,Hyderabad,6249.08
123456792900,Male,28,Mumbai,7821.18
123456792901,Female,29,Delhi,7725.34
123456792902,Male,30,Bangalore,3979.99
123456792903,Female,31,Hyderabad,20.91
123456792904,Male,32,Mumbai,5471.62
123456792905,Female,33,Delhi,1980.25
123456792906,Male,34,Bangalore,8221.87
123456792907,Female,35,Hyderabad,5919.23
123456792908,Male,36,Mumbai,328.71
123456792909,Female,37,Delhi,2604.03
123456792910,Male,38,Bangalore,9665.82
123456792911,Female,39,Hyderabad,6945.13
123456792912,Male,40,Mumbai,1827.02
123456792913,Female,41,Delhi,547.59
123456792914,Male,42,Bangalore,2871.58
123456792915,Female,43,Hyderabad,6847.32
123456792916,Male,44,Mumbai,5482.56
123456792917,Female,45,Delhi,1879.1
123456792918,Male,46,Bangalore,6813.6
123456792919,Female,47,Hyderabad,5782.91
123456792920,Male,48,Mumbai,5200.45
123456792921,Female,49,Delhi,3742.04
